year,metric,value,kind,league
1897,IP_roll3,13857.666666666666,pitching,MLB
1898,IP_roll3,14573.555555555555,pitching,MLB
1899,IP_roll3,15282.333333333334,pitching,MLB
1900,IP_roll3,13919.0,pitching,MLB
1901,IP_roll3,15115.111111111111,pitching,MLB
1902,IP_roll3,16394.44444444444,pitching,MLB
1903,IP_roll3,19637.44444444444,pitching,MLB
1904,IP_roll3,20456.0,pitching,MLB
1905,IP_roll3,21207.44444444445,pitching,MLB
1906,IP_roll3,21895.111111111113,pitching,MLB
1907,IP_roll3,21836.666666666668,pitching,MLB
1908,IP_roll3,21946.44444444444,pitching,MLB
1909,IP_roll3,22115.44444444444,pitching,MLB
1910,IP_roll3,22298.88888888889,pitching,MLB
1911,IP_roll3,22210.222222222223,pitching,MLB
1912,IP_roll3,22099.222222222223,pitching,MLB
1913,IP_roll3,21997.0,pitching,MLB
1914,IP_roll3,22125.0,pitching,MLB
1915,IP_roll3,22256.888888888887,pitching,MLB
1916,IP_roll3,22405.0,pitching,MLB
1917,IP_roll3,22430.22222222222,pitching,MLB
1918,IP_roll3,21136.11111111111,pitching,MLB
1919,IP_roll3,20336.444444444445,pitching,MLB
1920,IP_roll3,20256.222222222223,pitching,MLB
1921,IP_roll3,21459.333333333332,pitching,MLB
1922,IP_roll3,22121.0,pitching,MLB
1923,IP_roll3,22062.777777777777,pitching,MLB
1924,IP_roll3,22041.888888888887,pitching,MLB
1925,IP_roll3,21953.888888888887,pitching,MLB
1926,IP_roll3,21895.55555555556,pitching,MLB
1927,IP_roll3,21919.222222222223,pitching,MLB
1928,IP_roll3,21977.666666666668,pitching,MLB
1929,IP_roll3,21957.666666666668,pitching,MLB
1930,IP_roll3,21908.0,pitching,MLB
1931,IP_roll3,21902.0,pitching,MLB
1932,IP_roll3,21993.0,pitching,MLB
1933,IP_roll3,22005.77777777778,pitching,MLB
1934,IP_roll3,21912.55555555555,pitching,MLB
1935,IP_roll3,21830.444444444445,pitching,MLB
1936,IP_roll3,21878.222222222223,pitching,MLB
1937,IP_roll3,21943.666666666668,pitching,MLB
1938,IP_roll3,21869.777777777777,pitching,MLB
1939,IP_roll3,21797.22222222222,pitching,MLB
1940,IP_roll3,21845.333333333332,pitching,MLB
1941,IP_roll3,22025.666666666668,pitching,MLB
1942,IP_roll3,22067.666666666668,pitching,MLB
1943,IP_roll3,22184.666666666668,pitching,MLB
1944,IP_roll3,22226.77777777778,pitching,MLB
1945,IP_roll3,22238.77777777778,pitching,MLB
1946,IP_roll3,22153.44444444445,pitching,MLB
1947,IP_roll3,22059.333333333332,pitching,MLB
1948,IP_roll3,22040.666666666668,pitching,MLB
1949,IP_roll3,22004.666666666668,pitching,MLB
1950,IP_roll3,21981.111111111113,pitching,MLB
1951,IP_roll3,22073.222222222223,pitching,MLB
1952,IP_roll3,22129.0,pitching,MLB
1953,IP_roll3,22148.777777777777,pitching,MLB
1954,IP_roll3,22121.55555555556,pitching,MLB
1955,IP_roll3,22056.55555555556,pitching,MLB
1956,IP_roll3,22077.55555555556,pitching,MLB
1957,IP_roll3,22150.11111111111,pitching,MLB
1958,IP_roll3,22163.0,pitching,MLB
1959,IP_roll3,22164.777777777777,pitching,MLB
1960,IP_roll3,22117.777777777777,pitching,MLB
1961,IP_roll3,23252.333333333332,pitching,MLB
1962,IP_roll3,25553.888888888887,pitching,MLB
1963,IP_roll3,27854.55555555556,pitching,MLB
1964,IP_roll3,29082.888888888887,pitching,MLB
1965,IP_roll3,29142.0,pitching,MLB
1966,IP_roll3,29121.55555555556,pitching,MLB
1967,IP_roll3,29136.888888888887,pitching,MLB
1968,IP_roll3,29154.222222222223,pitching,MLB
1969,IP_roll3,31103.11111111111,pitching,MLB
1970,IP_roll3,32994.555555555555,pitching,MLB
1971,IP_roll3,34838.777777777774,pitching,MLB
1972,IP_roll3,34358.666666666664,pitching,MLB
1973,IP_roll3,34365.333333333336,pitching,MLB
1974,IP_roll3,34423.77777777778,pitching,MLB
1975,IP_roll3,34848.333333333336,pitching,MLB
1976,IP_roll3,34864.0,pitching,MLB
1977,IP_roll3,35796.22222222222,pitching,MLB
1978,IP_roll3,36720.44444444444,pitching,MLB
1979,IP_roll3,37571.333333333336,pitching,MLB
1980,IP_roll3,37612.11111111112,pitching,MLB
1981,IP_roll3,33478.22222222222,pitching,MLB
1982,IP_roll3,33611.555555555555,pitching,MLB
1983,IP_roll3,33571.777777777774,pitching,MLB
1984,IP_roll3,37775.0,pitching,MLB
1985,IP_roll3,37701.777777777774,pitching,MLB
1986,IP_roll3,37679.22222222222,pitching,MLB
1987,IP_roll3,37635.88888888888,pitching,MLB
1988,IP_roll3,37638.88888888888,pitching,MLB
1989,IP_roll3,37652.44444444444,pitching,MLB
1990,IP_roll3,37648.777777777774,pitching,MLB
1991,IP_roll3,37682.777777777774,pitching,MLB
1992,IP_roll3,37720.99999999999,pitching,MLB
1993,IP_roll3,38702.1111111111,pitching,MLB
1994,IP_roll3,35640.99999999999,pitching,MLB
1995,IP_roll3,35041.777777777774,pitching,MLB
1996,IP_roll3,35059.666666666664,pitching,MLB
1997,IP_roll3,39015.555555555555,pitching,MLB
1998,IP_roll3,41483.1111111111,pitching,MLB
1999,IP_roll3,42366.666666666664,pitching,MLB
2000,IP_roll3,43296.77777777778,pitching,MLB
2001,IP_roll3,43247.666666666664,pitching,MLB
2002,IP_roll3,43266.88888888888,pitching,MLB
2003,IP_roll3,43297.22222222222,pitching,MLB
2004,IP_roll3,43332.777777777774,pitching,MLB
2005,IP_roll3,43320.555555555555,pitching,MLB
2006,IP_roll3,43294.777777777774,pitching,MLB
2007,IP_roll3,43305.333333333336,pitching,MLB
2008,IP_roll3,43347.1111111111,pitching,MLB
2009,IP_roll3,43351.777777777774,pitching,MLB
2010,IP_roll3,43311.666666666664,pitching,MLB
2011,IP_roll3,43368.222222222226,pitching,MLB
2012,IP_roll3,43396.0,pitching,MLB
2013,IP_roll3,43512.0,pitching,MLB
2014,IP_roll3,43540.777777777774,pitching,MLB
2015,IP_roll3,43558.22222222222,pitching,MLB
2016,IP_roll3,43442.555555555555,pitching,MLB
2017,IP_roll3,43323.666666666664,pitching,MLB
2018,IP_roll3,43350.77777777778,pitching,MLB
2019,IP_roll3,43389.777777777774,pitching,MLB
2020,IP_roll3,34127.0,pitching,MLB
2021,IP_roll3,33835.666666666664,pitching,MLB
2022,IP_roll3,33719.666666666664,pitching,MLB
2023,IP_roll3,42925.88888888888,pitching,MLB
2024,IP_roll3,43093.0,pitching,MLB
1876,W_roll3,257.0,pitching,MLB
1877,W_roll3,217.0,pitching,MLB
1878,W_roll3,204.66666666666666,pitching,MLB
1879,W_roll3,224.33333333333334,pitching,MLB
1880,W_roll3,276.0,pitching,MLB
1881,W_roll3,327.3333333333333,pitching,MLB
1882,W_roll3,333.3333333333333,pitching,MLB
1883,W_roll3,352.3333333333333,pitching,MLB
1884,W_roll3,389.6666666666667,pitching,MLB
1885,W_roll3,425.6666666666667,pitching,MLB
1886,W_roll3,455.0,pitching,MLB
1887,W_roll3,470.3333333333333,pitching,MLB
1888,W_roll3,499.6666666666667,pitching,MLB
1889,W_roll3,513.3333333333334,pitching,MLB
1890,W_roll3,526.0,pitching,MLB
1891,W_roll3,531.0,pitching,MLB
1892,W_roll3,657.6666666666666,pitching,MLB
1893,W_roll3,738.6666666666666,pitching,MLB
1894,W_roll3,817.3333333333334,pitching,MLB
1895,W_roll3,778.3333333333334,pitching,MLB
1896,W_roll3,780.0,pitching,MLB
1897,W_roll3,780.3333333333334,pitching,MLB
1898,W_roll3,818.3333333333334,pitching,MLB
1899,W_roll3,859.0,pitching,MLB
1900,W_roll3,782.6666666666666,pitching,MLB
1901,W_roll3,849.0,pitching,MLB
1902,W_roll3,912.6666666666666,pitching,MLB
1903,W_roll3,1094.6666666666667,pitching,MLB
1904,W_roll3,1136.3333333333333,pitching,MLB
1905,W_roll3,1178.6666666666667,pitching,MLB
1906,W_roll3,1214.6666666666667,pitching,MLB
1907,W_roll3,1209.0,pitching,MLB
1908,W_roll3,1212.3333333333333,pitching,MLB
1909,W_roll3,1216.0,pitching,MLB
1910,W_roll3,1223.0,pitching,MLB
1911,W_roll3,1219.6666666666667,pitching,MLB
1912,W_roll3,1220.0,pitching,MLB
1913,W_roll3,1216.6666666666667,pitching,MLB
1914,W_roll3,1219.6666666666667,pitching,MLB
1915,W_roll3,1220.6666666666667,pitching,MLB
1916,W_roll3,1225.3333333333333,pitching,MLB
1917,W_roll3,1224.6666666666667,pitching,MLB
1918,W_roll3,1152.6666666666667,pitching,MLB
1919,W_roll3,1114.6666666666667,pitching,MLB
1920,W_roll3,1115.6666666666667,pitching,MLB
1921,W_roll3,1189.0,pitching,MLB
1922,W_roll3,1228.3333333333333,pitching,MLB
1923,W_roll3,1227.6666666666667,pitching,MLB
1924,W_roll3,1227.0,pitching,MLB
1925,W_roll3,1224.6666666666667,pitching,MLB
1926,W_roll3,1223.3333333333333,pitching,MLB
1927,W_roll3,1224.6666666666667,pitching,MLB
1928,W_roll3,1225.6666666666667,pitching,MLB
1929,W_roll3,1225.3333333333333,pitching,MLB
1930,W_roll3,1226.6666666666667,pitching,MLB
1931,W_roll3,1226.6666666666667,pitching,MLB
1932,W_roll3,1229.0,pitching,MLB
1933,W_roll3,1223.6666666666667,pitching,MLB
1934,W_roll3,1219.6666666666667,pitching,MLB
1935,W_roll3,1216.6666666666667,pitching,MLB
1936,W_roll3,1220.6666666666667,pitching,MLB
1937,W_roll3,1224.0,pitching,MLB
1938,W_roll3,1220.0,pitching,MLB
1939,W_roll3,1217.6666666666667,pitching,MLB
1940,W_roll3,1218.6666666666667,pitching,MLB
1941,W_roll3,1226.3333333333333,pitching,MLB
1942,W_roll3,1224.0,pitching,MLB
1943,W_roll3,1223.6666666666667,pitching,MLB
1944,W_roll3,1224.0,pitching,MLB
1945,W_roll3,1225.3333333333333,pitching,MLB
1946,W_roll3,1227.3333333333333,pitching,MLB
1947,W_roll3,1227.6666666666667,pitching,MLB
1948,W_roll3,1231.6666666666667,pitching,MLB
1949,W_roll3,1231.0,pitching,MLB
1950,W_roll3,1230.3333333333333,pitching,MLB
1951,W_roll3,1232.0,pitching,MLB
1952,W_roll3,1232.0,pitching,MLB
1953,W_roll3,1231.6666666666667,pitching,MLB
1954,W_roll3,1230.3333333333333,pitching,MLB
1955,W_roll3,1230.3333333333333,pitching,MLB
1956,W_roll3,1231.3333333333333,pitching,MLB
1957,W_roll3,1231.0,pitching,MLB
1958,W_roll3,1231.0,pitching,MLB
1959,W_roll3,1231.6666666666667,pitching,MLB
1960,W_roll3,1232.3333333333333,pitching,MLB
1961,W_roll3,1296.3333333333333,pitching,MLB
1962,W_roll3,1424.3333333333333,pitching,MLB
1963,W_roll3,1553.0,pitching,MLB
1964,W_roll3,1618.6666666666667,pitching,MLB
1965,W_roll3,1619.0,pitching,MLB
1966,W_roll3,1617.3333333333333,pitching,MLB
1967,W_roll3,1616.3333333333333,pitching,MLB
1968,W_roll3,1616.3333333333333,pitching,MLB
1969,W_roll3,1726.3333333333333,pitching,MLB
1970,W_roll3,1835.0,pitching,MLB
1971,W_roll3,1940.6666666666667,pitching,MLB
1972,W_roll3,1912.3333333333333,pitching,MLB
1973,W_roll3,1912.0,pitching,MLB
1974,W_roll3,1913.3333333333333,pitching,MLB
1975,W_roll3,1938.3333333333333,pitching,MLB
1976,W_roll3,1937.3333333333333,pitching,MLB
1977,W_roll3,1991.6666666666667,pitching,MLB
1978,W_roll3,2048.0,pitching,MLB
1979,W_roll3,2100.3333333333335,pitching,MLB
1980,W_roll3,2099.6666666666665,pitching,MLB
1981,W_roll3,1862.0,pitching,MLB
1982,W_roll3,1865.3333333333333,pitching,MLB
1983,W_roll3,1867.0,pitching,MLB
1984,W_roll3,2105.3333333333335,pitching,MLB
1985,W_roll3,2103.6666666666665,pitching,MLB
1986,W_roll3,2102.3333333333335,pitching,MLB
1987,W_roll3,2102.6666666666665,pitching,MLB
1988,W_roll3,2101.6666666666665,pitching,MLB
1989,W_roll3,2102.0,pitching,MLB
1990,W_roll3,2102.0,pitching,MLB
1991,W_roll3,2104.0,pitching,MLB
1992,W_roll3,2105.0,pitching,MLB
1993,W_roll3,2159.3333333333335,pitching,MLB
1994,W_roll3,1991.0,pitching,MLB
1995,W_roll3,1961.0,pitching,MLB
1996,W_roll3,1960.3333333333333,pitching,MLB
1997,W_roll3,2182.6666666666665,pitching,MLB
1998,W_roll3,2320.6666666666665,pitching,MLB
1999,W_roll3,2374.3333333333335,pitching,MLB
2000,W_roll3,2428.3333333333335,pitching,MLB
2001,W_roll3,2427.6666666666665,pitching,MLB
2002,W_roll3,2427.0,pitching,MLB
2003,W_roll3,2427.3333333333335,pitching,MLB
2004,W_roll3,2427.3333333333335,pitching,MLB
2005,W_roll3,2429.0,pitching,MLB
2006,W_roll3,2429.0,pitching,MLB
2007,W_roll3,2430.0,pitching,MLB
2008,W_roll3,2429.3333333333335,pitching,MLB
2009,W_roll3,2429.6666666666665,pitching,MLB
2010,W_roll3,2429.3333333333335,pitching,MLB
2011,W_roll3,2429.6666666666665,pitching,MLB
2012,W_roll3,2429.6666666666665,pitching,MLB
2013,W_roll3,2430.0,pitching,MLB
2014,W_roll3,2430.3333333333335,pitching,MLB
2015,W_roll3,2430.0,pitching,MLB
2016,W_roll3,2428.6666666666665,pitching,MLB
2017,W_roll3,2428.6666666666665,pitching,MLB
2018,W_roll3,2429.3333333333335,pitching,MLB
2019,W_roll3,2430.0,pitching,MLB
2020,W_roll3,1919.3333333333333,pitching,MLB
2021,W_roll3,1918.6666666666667,pitching,MLB
2022,W_roll3,1919.0,pitching,MLB
2023,W_roll3,2429.6666666666665,pitching,MLB
2024,W_roll3,2429.6666666666665,pitching,MLB
1876,L_roll3,257.0,pitching,MLB
1877,L_roll3,217.0,pitching,MLB
1878,L_roll3,204.66666666666666,pitching,MLB
1879,L_roll3,224.33333333333334,pitching,MLB
1880,L_roll3,276.0,pitching,MLB
1881,L_roll3,327.3333333333333,pitching,MLB
1882,L_roll3,333.3333333333333,pitching,MLB
1883,L_roll3,352.3333333333333,pitching,MLB
1884,L_roll3,389.6666666666667,pitching,MLB
1885,L_roll3,425.6666666666667,pitching,MLB
1886,L_roll3,455.0,pitching,MLB
1887,L_roll3,470.3333333333333,pitching,MLB
1888,L_roll3,499.6666666666667,pitching,MLB
1889,L_roll3,513.3333333333334,pitching,MLB
1890,L_roll3,526.0,pitching,MLB
1891,L_roll3,531.0,pitching,MLB
1892,L_roll3,657.6666666666666,pitching,MLB
1893,L_roll3,738.6666666666666,pitching,MLB
1894,L_roll3,817.3333333333334,pitching,MLB
1895,L_roll3,778.3333333333334,pitching,MLB
1896,L_roll3,780.0,pitching,MLB
1897,L_roll3,780.3333333333334,pitching,MLB
1898,L_roll3,818.3333333333334,pitching,MLB
1899,L_roll3,859.0,pitching,MLB
1900,L_roll3,782.6666666666666,pitching,MLB
1901,L_roll3,849.0,pitching,MLB
1902,L_roll3,912.6666666666666,pitching,MLB
1903,L_roll3,1094.6666666666667,pitching,MLB
1904,L_roll3,1136.3333333333333,pitching,MLB
1905,L_roll3,1178.6666666666667,pitching,MLB
1906,L_roll3,1214.6666666666667,pitching,MLB
1907,L_roll3,1209.0,pitching,MLB
1908,L_roll3,1212.3333333333333,pitching,MLB
1909,L_roll3,1216.0,pitching,MLB
1910,L_roll3,1223.0,pitching,MLB
1911,L_roll3,1219.6666666666667,pitching,MLB
1912,L_roll3,1220.0,pitching,MLB
1913,L_roll3,1216.6666666666667,pitching,MLB
1914,L_roll3,1219.6666666666667,pitching,MLB
1915,L_roll3,1220.6666666666667,pitching,MLB
1916,L_roll3,1225.3333333333333,pitching,MLB
1917,L_roll3,1224.6666666666667,pitching,MLB
1918,L_roll3,1152.6666666666667,pitching,MLB
1919,L_roll3,1114.6666666666667,pitching,MLB
1920,L_roll3,1115.6666666666667,pitching,MLB
1921,L_roll3,1189.0,pitching,MLB
1922,L_roll3,1228.3333333333333,pitching,MLB
1923,L_roll3,1227.6666666666667,pitching,MLB
1924,L_roll3,1227.0,pitching,MLB
1925,L_roll3,1224.6666666666667,pitching,MLB
1926,L_roll3,1223.3333333333333,pitching,MLB
1927,L_roll3,1224.6666666666667,pitching,MLB
1928,L_roll3,1225.6666666666667,pitching,MLB
1929,L_roll3,1225.3333333333333,pitching,MLB
1930,L_roll3,1226.6666666666667,pitching,MLB
1931,L_roll3,1226.6666666666667,pitching,MLB
1932,L_roll3,1229.0,pitching,MLB
1933,L_roll3,1223.6666666666667,pitching,MLB
1934,L_roll3,1219.6666666666667,pitching,MLB
1935,L_roll3,1216.6666666666667,pitching,MLB
1936,L_roll3,1220.6666666666667,pitching,MLB
1937,L_roll3,1224.0,pitching,MLB
1938,L_roll3,1220.0,pitching,MLB
1939,L_roll3,1217.6666666666667,pitching,MLB
1940,L_roll3,1218.6666666666667,pitching,MLB
1941,L_roll3,1226.3333333333333,pitching,MLB
1942,L_roll3,1224.0,pitching,MLB
1943,L_roll3,1223.6666666666667,pitching,MLB
1944,L_roll3,1224.0,pitching,MLB
1945,L_roll3,1225.3333333333333,pitching,MLB
1946,L_roll3,1227.3333333333333,pitching,MLB
1947,L_roll3,1227.6666666666667,pitching,MLB
1948,L_roll3,1231.6666666666667,pitching,MLB
1949,L_roll3,1231.0,pitching,MLB
1950,L_roll3,1230.3333333333333,pitching,MLB
1951,L_roll3,1232.0,pitching,MLB
1952,L_roll3,1232.0,pitching,MLB
1953,L_roll3,1231.6666666666667,pitching,MLB
1954,L_roll3,1230.3333333333333,pitching,MLB
1955,L_roll3,1230.3333333333333,pitching,MLB
1956,L_roll3,1231.3333333333333,pitching,MLB
1957,L_roll3,1231.0,pitching,MLB
1958,L_roll3,1231.0,pitching,MLB
1959,L_roll3,1231.6666666666667,pitching,MLB
1960,L_roll3,1232.3333333333333,pitching,MLB
1961,L_roll3,1296.3333333333333,pitching,MLB
1962,L_roll3,1424.3333333333333,pitching,MLB
1963,L_roll3,1553.0,pitching,MLB
1964,L_roll3,1618.6666666666667,pitching,MLB
1965,L_roll3,1619.0,pitching,MLB
1966,L_roll3,1617.3333333333333,pitching,MLB
1967,L_roll3,1616.3333333333333,pitching,MLB
1968,L_roll3,1616.3333333333333,pitching,MLB
1969,L_roll3,1726.3333333333333,pitching,MLB
1970,L_roll3,1835.0,pitching,MLB
1971,L_roll3,1940.6666666666667,pitching,MLB
1972,L_roll3,1912.3333333333333,pitching,MLB
1973,L_roll3,1912.0,pitching,MLB
1974,L_roll3,1913.3333333333333,pitching,MLB
1975,L_roll3,1938.3333333333333,pitching,MLB
1976,L_roll3,1937.3333333333333,pitching,MLB
1977,L_roll3,1991.6666666666667,pitching,MLB
1978,L_roll3,2048.0,pitching,MLB
1979,L_roll3,2100.3333333333335,pitching,MLB
1980,L_roll3,2099.6666666666665,pitching,MLB
1981,L_roll3,1862.0,pitching,MLB
1982,L_roll3,1865.3333333333333,pitching,MLB
1983,L_roll3,1867.0,pitching,MLB
1984,L_roll3,2105.3333333333335,pitching,MLB
1985,L_roll3,2103.6666666666665,pitching,MLB
1986,L_roll3,2102.3333333333335,pitching,MLB
1987,L_roll3,2102.6666666666665,pitching,MLB
1988,L_roll3,2101.6666666666665,pitching,MLB
1989,L_roll3,2102.0,pitching,MLB
1990,L_roll3,2102.0,pitching,MLB
1991,L_roll3,2104.0,pitching,MLB
1992,L_roll3,2105.0,pitching,MLB
1993,L_roll3,2159.3333333333335,pitching,MLB
1994,L_roll3,1991.0,pitching,MLB
1995,L_roll3,1961.0,pitching,MLB
1996,L_roll3,1960.3333333333333,pitching,MLB
1997,L_roll3,2182.6666666666665,pitching,MLB
1998,L_roll3,2320.6666666666665,pitching,MLB
1999,L_roll3,2374.3333333333335,pitching,MLB
2000,L_roll3,2428.3333333333335,pitching,MLB
2001,L_roll3,2427.6666666666665,pitching,MLB
2002,L_roll3,2427.0,pitching,MLB
2003,L_roll3,2427.3333333333335,pitching,MLB
2004,L_roll3,2427.3333333333335,pitching,MLB
2005,L_roll3,2429.0,pitching,MLB
2006,L_roll3,2429.0,pitching,MLB
2007,L_roll3,2430.0,pitching,MLB
2008,L_roll3,2429.3333333333335,pitching,MLB
2009,L_roll3,2429.6666666666665,pitching,MLB
2010,L_roll3,2429.3333333333335,pitching,MLB
2011,L_roll3,2429.6666666666665,pitching,MLB
2012,L_roll3,2429.6666666666665,pitching,MLB
2013,L_roll3,2430.0,pitching,MLB
2014,L_roll3,2430.3333333333335,pitching,MLB
2015,L_roll3,2430.0,pitching,MLB
2016,L_roll3,2428.6666666666665,pitching,MLB
2017,L_roll3,2428.6666666666665,pitching,MLB
2018,L_roll3,2429.3333333333335,pitching,MLB
2019,L_roll3,2430.0,pitching,MLB
2020,L_roll3,1919.3333333333333,pitching,MLB
2021,L_roll3,1918.6666666666667,pitching,MLB
2022,L_roll3,1919.0,pitching,MLB
2023,L_roll3,2429.6666666666665,pitching,MLB
2024,L_roll3,2429.6666666666665,pitching,MLB
1876,SV_roll3,13.0,pitching,MLB
1877,SV_roll3,8.5,pitching,MLB
1878,SV_roll3,6.0,pitching,MLB
1879,SV_roll3,2.3333333333333335,pitching,MLB
1880,SV_roll3,5.333333333333333,pitching,MLB
1881,SV_roll3,6.0,pitching,MLB
1882,SV_roll3,5.666666666666667,pitching,MLB
1883,SV_roll3,5.0,pitching,MLB
1884,SV_roll3,6.0,pitching,MLB
1885,SV_roll3,8.0,pitching,MLB
1886,SV_roll3,6.333333333333333,pitching,MLB
1887,SV_roll3,7.0,pitching,MLB
1888,SV_roll3,7.333333333333333,pitching,MLB
1889,SV_roll3,10.666666666666666,pitching,MLB
1890,SV_roll3,11.333333333333334,pitching,MLB
1891,SV_roll3,17.333333333333332,pitching,MLB
1892,SV_roll3,20.0,pitching,MLB
1893,SV_roll3,27.666666666666668,pitching,MLB
1894,SV_roll3,31.333333333333332,pitching,MLB
1895,SV_roll3,38.0,pitching,MLB
1896,SV_roll3,36.333333333333336,pitching,MLB
1897,SV_roll3,32.666666666666664,pitching,MLB
1898,SV_roll3,23.666666666666668,pitching,MLB
1899,SV_roll3,25.333333333333332,pitching,MLB
1900,SV_roll3,21.0,pitching,MLB
1901,SV_roll3,27.0,pitching,MLB
1902,SV_roll3,27.0,pitching,MLB
1903,SV_roll3,39.0,pitching,MLB
1904,SV_roll3,40.333333333333336,pitching,MLB
1905,SV_roll3,44.0,pitching,MLB
1906,SV_roll3,56.333333333333336,pitching,MLB
1907,SV_roll3,73.33333333333333,pitching,MLB
1908,SV_roll3,94.66666666666667,pitching,MLB
1909,SV_roll3,104.0,pitching,MLB
1910,SV_roll3,115.66666666666667,pitching,MLB
1911,SV_roll3,125.33333333333333,pitching,MLB
1912,SV_roll3,131.66666666666666,pitching,MLB
1913,SV_roll3,145.0,pitching,MLB
1914,SV_roll3,155.66666666666666,pitching,MLB
1915,SV_roll3,163.0,pitching,MLB
1916,SV_roll3,168.66666666666666,pitching,MLB
1917,SV_roll3,166.66666666666666,pitching,MLB
1918,SV_roll3,152.33333333333334,pitching,MLB
1919,SV_roll3,125.0,pitching,MLB
1920,SV_roll3,118.33333333333333,pitching,MLB
1921,SV_roll3,140.0,pitching,MLB
1922,SV_roll3,158.66666666666666,pitching,MLB
1923,SV_roll3,166.66666666666666,pitching,MLB
1924,SV_roll3,166.0,pitching,MLB
1925,SV_roll3,172.33333333333334,pitching,MLB
1926,SV_roll3,181.33333333333334,pitching,MLB
1927,SV_roll3,188.66666666666666,pitching,MLB
1928,SV_roll3,203.0,pitching,MLB
1929,SV_roll3,209.66666666666666,pitching,MLB
1930,SV_roll3,215.66666666666666,pitching,MLB
1931,SV_roll3,208.33333333333334,pitching,MLB
1932,SV_roll3,201.33333333333334,pitching,MLB
1933,SV_roll3,203.66666666666666,pitching,MLB
1934,SV_roll3,214.66666666666666,pitching,MLB
1935,SV_roll3,219.66666666666666,pitching,MLB
1936,SV_roll3,225.0,pitching,MLB
1937,SV_roll3,220.33333333333334,pitching,MLB
1938,SV_roll3,221.0,pitching,MLB
1939,SV_roll3,225.0,pitching,MLB
1940,SV_roll3,231.66666666666666,pitching,MLB
1941,SV_roll3,235.0,pitching,MLB
1942,SV_roll3,218.0,pitching,MLB
1943,SV_roll3,224.0,pitching,MLB
1944,SV_roll3,225.0,pitching,MLB
1945,SV_roll3,231.33333333333334,pitching,MLB
1946,SV_roll3,222.66666666666666,pitching,MLB
1947,SV_roll3,245.0,pitching,MLB
1948,SV_roll3,277.0,pitching,MLB
1949,SV_roll3,283.0,pitching,MLB
1950,SV_roll3,282.6666666666667,pitching,MLB
1951,SV_roll3,270.0,pitching,MLB
1952,SV_roll3,290.3333333333333,pitching,MLB
1953,SV_roll3,309.3333333333333,pitching,MLB
1954,SV_roll3,334.0,pitching,MLB
1955,SV_roll3,350.6666666666667,pitching,MLB
1956,SV_roll3,357.6666666666667,pitching,MLB
1957,SV_roll3,371.3333333333333,pitching,MLB
1958,SV_roll3,387.3333333333333,pitching,MLB
1959,SV_roll3,391.3333333333333,pitching,MLB
1960,SV_roll3,404.3333333333333,pitching,MLB
1961,SV_roll3,436.6666666666667,pitching,MLB
1962,SV_roll3,516.3333333333334,pitching,MLB
1963,SV_roll3,569.3333333333334,pitching,MLB
1964,SV_roll3,625.0,pitching,MLB
1965,SV_roll3,645.0,pitching,MLB
1966,SV_roll3,671.0,pitching,MLB
1967,SV_roll3,664.0,pitching,MLB
1968,SV_roll3,637.0,pitching,MLB
1969,SV_roll3,663.0,pitching,MLB
1970,SV_roll3,740.0,pitching,MLB
1971,SV_roll3,770.6666666666666,pitching,MLB
