year,metric,value,kind,league
1876,HR,40.0,batting,MLB
1877,HR,24.0,batting,MLB
1878,HR,23.0,batting,MLB
1879,HR,58.0,batting,MLB
1880,HR,62.0,batting,MLB
1881,HR,76.0,batting,MLB
1882,HR,126.0,batting,MLB
1883,HR,124.0,batting,MLB
1884,HR,321.0,batting,MLB
1885,HR,174.0,batting,MLB
1886,HR,249.0,batting,MLB
1887,HR,383.0,batting,MLB
1888,HR,333.0,batting,MLB
1889,HR,371.0,batting,MLB
1890,HR,257.0,batting,MLB
1891,HR,294.0,batting,MLB
1892,HR,417.0,batting,MLB
1893,HR,460.0,batting,MLB
1894,HR,629.0,batting,MLB
1895,HR,488.0,batting,MLB
1896,HR,404.0,batting,MLB
1897,HR,368.0,batting,MLB
1898,HR,299.0,batting,MLB
1899,HR,352.0,batting,MLB
1900,HR,254.0,batting,MLB
1901,HR,455.0,batting,MLB
1902,HR,354.0,batting,MLB
1903,HR,335.0,batting,MLB
1904,HR,331.0,batting,MLB
1905,HR,338.0,batting,MLB
1906,HR,261.0,batting,MLB
1907,HR,244.0,batting,MLB
1908,HR,267.0,batting,MLB
1909,HR,259.0,batting,MLB
1910,HR,361.0,batting,MLB
1911,HR,514.0,batting,MLB
1912,HR,442.0,batting,MLB
1913,HR,470.0,batting,MLB
1914,HR,415.0,batting,MLB
1915,HR,385.0,batting,MLB
1916,HR,383.0,batting,MLB
1917,HR,335.0,batting,MLB
1918,HR,235.0,batting,MLB
1919,HR,447.0,batting,MLB
1920,HR,630.0,batting,MLB
1921,HR,937.0,batting,MLB
1922,HR,1055.0,batting,MLB
1923,HR,980.0,batting,MLB
1924,HR,896.0,batting,MLB
1925,HR,1169.0,batting,MLB
1926,HR,863.0,batting,MLB
1927,HR,922.0,batting,MLB
1928,HR,1093.0,batting,MLB
1929,HR,1349.0,batting,MLB
1930,HR,1565.0,batting,MLB
1931,HR,1069.0,batting,MLB
1932,HR,1358.0,batting,MLB
1933,HR,1067.0,batting,MLB
1934,HR,1344.0,batting,MLB
1935,HR,1325.0,batting,MLB
1936,HR,1364.0,batting,MLB
1937,HR,1430.0,batting,MLB
1938,HR,1475.0,batting,MLB
1939,HR,1445.0,batting,MLB
1940,HR,1571.0,batting,MLB
1941,HR,1331.0,batting,MLB
1942,HR,1071.0,batting,MLB
1943,HR,905.0,batting,MLB
1944,HR,1034.0,batting,MLB
1945,HR,1007.0,batting,MLB
1946,HR,1215.0,batting,MLB
1947,HR,1565.0,batting,MLB
1948,HR,1555.0,batting,MLB
1949,HR,1704.0,batting,MLB
1950,HR,2073.0,batting,MLB
1951,HR,1863.0,batting,MLB
1952,HR,1701.0,batting,MLB
1953,HR,2076.0,batting,MLB
1954,HR,1937.0,batting,MLB
1955,HR,2224.0,batting,MLB
1956,HR,2294.0,batting,MLB
1957,HR,2202.0,batting,MLB
1958,HR,2240.0,batting,MLB
1959,HR,2250.0,batting,MLB
1960,HR,2128.0,batting,MLB
1961,HR,2730.0,batting,MLB
1962,HR,3001.0,batting,MLB
1963,HR,2704.0,batting,MLB
1964,HR,2762.0,batting,MLB
1965,HR,2688.0,batting,MLB
1966,HR,2743.0,batting,MLB
1967,HR,2299.0,batting,MLB
1968,HR,1995.0,batting,MLB
1969,HR,3119.0,batting,MLB
1970,HR,3429.0,batting,MLB
1971,HR,2863.0,batting,MLB
1972,HR,2534.0,batting,MLB
1973,HR,3102.0,batting,MLB
1974,HR,2649.0,batting,MLB
1975,HR,2698.0,batting,MLB
1976,HR,2235.0,batting,MLB
1977,HR,3644.0,batting,MLB
1978,HR,2956.0,batting,MLB
1979,HR,3433.0,batting,MLB
1980,HR,3087.0,batting,MLB
1981,HR,1781.0,batting,MLB
1982,HR,3379.0,batting,MLB
1983,HR,3301.0,batting,MLB
1984,HR,3258.0,batting,MLB
1985,HR,3602.0,batting,MLB
1986,HR,3813.0,batting,MLB
1987,HR,4458.0,batting,MLB
1988,HR,3180.0,batting,MLB
1989,HR,3083.0,batting,MLB
1990,HR,3317.0,batting,MLB
1991,HR,3383.0,batting,MLB
1992,HR,3038.0,batting,MLB
1993,HR,4030.0,batting,MLB
1994,HR,3306.0,batting,MLB
1995,HR,4081.0,batting,MLB
1996,HR,4962.0,batting,MLB
1997,HR,4640.0,batting,MLB
1998,HR,5064.0,batting,MLB
1999,HR,5528.0,batting,MLB
2000,HR,5693.0,batting,MLB
2001,HR,5458.0,batting,MLB
2002,HR,5059.0,batting,MLB
2003,HR,5207.0,batting,MLB
2004,HR,5451.0,batting,MLB
2005,HR,5017.0,batting,MLB
2006,HR,5386.0,batting,MLB
2007,HR,4957.0,batting,MLB
2008,HR,4878.0,batting,MLB
2009,HR,5042.0,batting,MLB
2010,HR,4613.0,batting,MLB
2011,HR,4552.0,batting,MLB
2012,HR,4934.0,batting,MLB
2013,HR,4661.0,batting,MLB
2014,HR,4186.0,batting,MLB
2015,HR,4909.0,batting,MLB
2016,HR,5610.0,batting,MLB
2017,HR,6105.0,batting,MLB
2018,HR,5585.0,batting,MLB
2019,HR,6776.0,batting,MLB
2020,HR,2304.0,batting,MLB
2021,HR,5944.0,batting,MLB
2022,HR,5215.0,batting,MLB
2023,HR,5868.0,batting,MLB
2024,HR,5453.0,batting,MLB
1876,R,3066.0,batting,MLB
1877,R,2040.0,batting,MLB
1878,R,1904.0,batting,MLB
1879,R,3409.0,batting,MLB
1880,R,3191.0,batting,MLB
1881,R,3425.0,batting,MLB
1882,R,3657.0,batting,MLB
1883,R,4565.0,batting,MLB
1884,R,5028.0,batting,MLB
1885,R,4407.0,batting,MLB
1886,R,5185.0,batting,MLB
1887,R,6183.0,batting,MLB
1888,R,4937.0,batting,MLB
1889,R,6203.0,batting,MLB
1890,R,6010.0,batting,MLB
1891,R,6114.0,batting,MLB
1892,R,9388.0,batting,MLB
1893,R,10315.0,batting,MLB
1894,R,11796.0,batting,MLB
1895,R,10514.0,batting,MLB
1896,R,9560.0,batting,MLB
1897,R,9536.0,batting,MLB
1898,R,9129.0,batting,MLB
1899,R,9672.0,batting,MLB
1900,R,5932.0,batting,MLB
1901,R,11073.0,batting,MLB
1902,R,9897.0,batting,MLB
1903,R,9888.0,batting,MLB
1904,R,9302.0,batting,MLB
1905,R,9635.0,batting,MLB
1906,R,8874.0,batting,MLB
1907,R,8692.0,batting,MLB
1908,R,8417.0,batting,MLB
1909,R,8797.0,batting,MLB
1910,R,9577.0,batting,MLB
1911,R,11161.0,batting,MLB
1912,R,11165.0,batting,MLB
1913,R,9960.0,batting,MLB
1914,R,9406.0,batting,MLB
1915,R,9443.0,batting,MLB
1916,R,8889.0,batting,MLB
1917,R,8950.0,batting,MLB
1918,R,7382.0,batting,MLB
1919,R,8668.0,batting,MLB
1920,R,10762.0,batting,MLB
1921,R,11928.0,batting,MLB
1922,R,12057.0,batting,MLB
1923,R,11872.0,batting,MLB
1924,R,11716.0,batting,MLB
1925,R,12593.0,batting,MLB
1926,R,11443.0,batting,MLB
1927,R,11748.0,batting,MLB
1928,R,11650.0,batting,MLB
1929,R,12749.0,batting,MLB
1930,R,13695.0,batting,MLB
1931,R,11891.0,batting,MLB
1932,R,12114.0,batting,MLB
1933,R,10989.0,batting,MLB
1934,R,11999.0,batting,MLB
1935,R,12026.0,batting,MLB
1936,R,12846.0,batting,MLB
1937,R,12070.0,batting,MLB
1938,R,11969.0,batting,MLB
1939,R,11876.0,batting,MLB
1940,R,11568.0,batting,MLB
1941,R,11168.0,batting,MLB
1942,R,9995.0,batting,MLB
1943,R,9687.0,batting,MLB
1944,R,10350.0,batting,MLB
1945,R,10286.0,batting,MLB
1946,R,9953.0,batting,MLB
1947,R,10827.0,batting,MLB
1948,R,11327.0,batting,MLB
1949,R,11425.0,batting,MLB
1950,R,12013.0,batting,MLB
1951,R,11268.0,batting,MLB
1952,R,10349.0,batting,MLB
1953,R,11426.0,batting,MLB
1954,R,10827.0,batting,MLB
1955,R,11068.0,batting,MLB
1956,R,11031.0,batting,MLB
1957,R,10636.0,batting,MLB
1958,R,10578.0,batting,MLB
1959,R,10853.0,batting,MLB
1960,R,10664.0,batting,MLB
1961,R,12942.0,batting,MLB
1962,R,14461.0,batting,MLB
1963,R,12780.0,batting,MLB
1964,R,13124.0,batting,MLB
1965,R,12946.0,batting,MLB
1966,R,12900.0,batting,MLB
1967,R,12210.0,batting,MLB
1968,R,11109.0,batting,MLB
1969,R,15850.0,batting,MLB
1970,R,16880.0,batting,MLB
1971,R,15073.0,batting,MLB
1972,R,13706.0,batting,MLB
1973,R,16376.0,batting,MLB
1974,R,16046.0,batting,MLB
1975,R,16295.0,batting,MLB
1976,R,15492.0,batting,MLB
1977,R,18803.0,batting,MLB
1978,R,17251.0,batting,MLB
1979,R,18713.0,batting,MLB
1980,R,18053.0,batting,MLB
1981,R,11147.0,batting,MLB
1982,R,18110.0,batting,MLB
1983,R,18170.0,batting,MLB
1984,R,17921.0,batting,MLB
1985,R,18216.0,batting,MLB
1986,R,18545.0,batting,MLB
1987,R,19883.0,batting,MLB
1988,R,17380.0,batting,MLB
1989,R,17405.0,batting,MLB
1990,R,17919.0,batting,MLB
1991,R,18127.0,batting,MLB
1992,R,17341.0,batting,MLB
1993,R,20864.0,batting,MLB
1994,R,15752.0,batting,MLB
1995,R,19554.0,batting,MLB
1996,R,22831.0,batting,MLB
1997,R,21604.0,batting,MLB
1998,R,23297.0,batting,MLB
1999,R,24691.0,batting,MLB
2000,R,24971.0,batting,MLB
2001,R,23199.0,batting,MLB
2002,R,22408.0,batting,MLB
2003,R,22978.0,batting,MLB
2004,R,23376.0,batting,MLB
2005,R,22325.0,batting,MLB
2006,R,23599.0,batting,MLB
2007,R,23322.0,batting,MLB
2008,R,22585.0,batting,MLB
2009,R,22419.0,batting,MLB
2010,R,21308.0,batting,MLB
2011,R,20808.0,batting,MLB
2012,R,21017.0,batting,MLB
2013,R,20255.0,batting,MLB
2014,R,19761.0,batting,MLB
2015,R,20647.0,batting,MLB
2016,R,21744.0,batting,MLB
2017,R,22582.0,batting,MLB
2018,R,21630.0,batting,MLB
2019,R,23467.0,batting,MLB
2020,R,8344.0,batting,MLB
2021,R,22010.0,batting,MLB
2022,R,20817.0,batting,MLB
2023,R,22432.0,batting,MLB
2024,R,21343.0,batting,MLB
1876,RBI,1984.0,batting,MLB
1877,RBI,1410.0,batting,MLB
1878,RBI,1331.0,batting,MLB
1879,RBI,2357.0,batting,MLB
1880,RBI,2223.0,batting,MLB
1881,RBI,2488.0,batting,MLB
1882,RBI,2679.0,batting,MLB
1883,RBI,3188.0,batting,MLB
1884,RBI,3529.0,batting,MLB
1885,RBI,3094.0,batting,MLB
1886,RBI,3870.0,batting,MLB
1887,RBI,4899.0,batting,MLB
1888,RBI,3772.0,batting,MLB
1889,RBI,4988.0,batting,MLB
1890,RBI,4597.0,batting,MLB
1891,RBI,4975.0,batting,MLB
1892,RBI,7360.0,batting,MLB
1893,RBI,8556.0,batting,MLB
1894,RBI,9983.0,batting,MLB
1895,RBI,8806.0,batting,MLB
1896,RBI,8045.0,batting,MLB
1897,RBI,8014.0,batting,MLB
1898,RBI,7630.0,batting,MLB
1899,RBI,7997.0,batting,MLB
1900,RBI,4924.0,batting,MLB
1901,RBI,9136.0,batting,MLB
1902,RBI,8258.0,batting,MLB
1903,RBI,8144.0,batting,MLB
1904,RBI,7591.0,batting,MLB
1905,RBI,7936.0,batting,MLB
1906,RBI,7279.0,batting,MLB
1907,RBI,7075.0,batting,MLB
1908,RBI,6822.0,batting,MLB
1909,RBI,7125.0,batting,MLB
1910,RBI,7858.0,batting,MLB
1911,RBI,9318.0,batting,MLB
1912,RBI,9346.0,batting,MLB
1913,RBI,8350.0,batting,MLB
1914,RBI,7862.0,batting,MLB
1915,RBI,7868.0,batting,MLB
1916,RBI,7518.0,batting,MLB
1917,RBI,7557.0,batting,MLB
1918,RBI,6200.0,batting,MLB
1919,RBI,7425.0,batting,MLB
1920,RBI,9342.0,batting,MLB
1921,RBI,10710.0,batting,MLB
1922,RBI,10787.0,batting,MLB
1923,RBI,10668.0,batting,MLB
1924,RBI,10605.0,batting,MLB
1925,RBI,11422.0,batting,MLB
1926,RBI,10448.0,batting,MLB
1927,RBI,10758.0,batting,MLB
1928,RBI,10738.0,batting,MLB
1929,RBI,11794.0,batting,MLB
1930,RBI,12744.0,batting,MLB
1931,RBI,11049.0,batting,MLB
1932,RBI,11287.0,batting,MLB
1933,RBI,10209.0,batting,MLB
1934,RBI,11219.0,batting,MLB
1935,RBI,11156.0,batting,MLB
1936,RBI,11930.0,batting,MLB
1937,RBI,11208.0,batting,MLB
1938,RBI,11237.0,batting,MLB
1939,RBI,11040.0,batting,MLB
1940,RBI,10702.0,batting,MLB
1941,RBI,10325.0,batting,MLB
1942,RBI,9187.0,batting,MLB
1943,RBI,8954.0,batting,MLB
1944,RBI,9579.0,batting,MLB
1945,RBI,9499.0,batting,MLB
1946,RBI,9205.0,batting,MLB
1947,RBI,10110.0,batting,MLB
1948,RBI,10589.0,batting,MLB
1949,RBI,10642.0,batting,MLB
1950,RBI,11269.0,batting,MLB
1951,RBI,10524.0,batting,MLB
1952,RBI,9671.0,batting,MLB
1953,RBI,10714.0,batting,MLB
1954,RBI,10168.0,batting,MLB
1955,RBI,10381.0,batting,MLB
1956,RBI,10330.0,batting,MLB
1957,RBI,10023.0,batting,MLB
1958,RBI,9956.0,batting,MLB
1959,RBI,10177.0,batting,MLB
1960,RBI,9968.0,batting,MLB
1961,RBI,12062.0,batting,MLB
1962,RBI,13546.0,batting,MLB
1963,RBI,11904.0,batting,MLB
1964,RBI,12233.0,batting,MLB
1965,RBI,12012.0,batting,MLB
1966,RBI,11998.0,batting,MLB
1967,RBI,11265.0,batting,MLB
1968,RBI,10309.0,batting,MLB
1969,RBI,14662.0,batting,MLB
1970,RBI,15762.0,batting,MLB
1971,RBI,14077.0,batting,MLB
1972,RBI,12750.0,batting,MLB
1973,RBI,15254.0,batting,MLB
1974,RBI,14858.0,batting,MLB
1975,RBI,15153.0,batting,MLB
1976,RBI,14363.0,batting,MLB
1977,RBI,17596.0,batting,MLB
1978,RBI,16098.0,batting,MLB
1979,RBI,17558.0,batting,MLB
1980,RBI,16928.0,batting,MLB
1981,RBI,10451.0,batting,MLB
1982,RBI,17019.0,batting,MLB
1983,RBI,17067.0,batting,MLB
1984,RBI,16778.0,batting,MLB
1985,RBI,17129.0,batting,MLB
1986,RBI,17396.0,batting,MLB
1987,RBI,18713.0,batting,MLB
1988,RBI,16219.0,batting,MLB
1989,RBI,16229.0,batting,MLB
1990,RBI,16804.0,batting,MLB
1991,RBI,17048.0,batting,MLB
1992,RBI,16282.0,batting,MLB
1993,RBI,19596.0,batting,MLB
1994,RBI,14858.0,batting,MLB
1995,RBI,18436.0,batting,MLB
1996,RBI,21570.0,batting,MLB
1997,RBI,20468.0,batting,MLB
1998,RBI,22080.0,batting,MLB
1999,RBI,23461.0,batting,MLB
2000,RBI,23735.0,batting,MLB
2001,RBI,22088.0,batting,MLB
2002,RBI,21332.0,batting,MLB
2003,RBI,21886.0,batting,MLB
2004,RBI,22248.0,batting,MLB
2005,RBI,21248.0,batting,MLB
2006,RBI,22491.0,batting,MLB
2007,RBI,22257.0,batting,MLB
2008,RBI,21541.0,batting,MLB
2009,RBI,21364.0,batting,MLB
2010,RBI,20288.0,batting,MLB
2011,RBI,19804.0,batting,MLB
2012,RBI,19998.0,batting,MLB
2013,RBI,19271.0,batting,MLB
2014,RBI,18745.0,batting,MLB
2015,RBI,19650.0,batting,MLB
2016,RBI,20745.0,batting,MLB
2017,RBI,21558.0,batting,MLB
2018,RBI,20606.0,batting,MLB
2019,RBI,22471.0,batting,MLB
2020,RBI,7978.0,batting,MLB
2021,RBI,20993.0,batting,MLB
2022,RBI,19888.0,batting,MLB
2023,RBI,21512.0,batting,MLB
2024,RBI,20379.0,batting,MLB
1876,BB,336.0,batting,MLB
1877,BB,345.0,batting,MLB
1878,BB,364.0,batting,MLB
1879,BB,508.0,batting,MLB
1880,BB,740.0,batting,MLB
1881,BB,1033.0,batting,MLB
1882,BB,960.0,batting,MLB
1883,BB,1121.0,batting,MLB
1884,BB,1821.0,batting,MLB
1885,BB,1845.0,batting,MLB
1886,BB,2372.0,batting,MLB
1887,BB,2733.0,batting,MLB
1888,BB,2093.0,batting,MLB
1889,BB,3612.0,batting,MLB
1890,BB,3773.0,batting,MLB
1891,BB,3804.0,batting,MLB
1892,BB,6178.0,batting,MLB
1893,BB,6143.0,batting,MLB
1894,BB,5870.0,batting,MLB
1895,BB,5120.0,batting,MLB
1896,BB,4854.0,batting,MLB
1897,BB,4729.0,batting,MLB
1898,BB,5092.0,batting,MLB
1899,BB,4979.0,batting,MLB
1900,BB,3034.0,batting,MLB
1901,BB,5465.0,batting,MLB
1902,BB,5442.0,batting,MLB
1903,BB,5369.0,batting,MLB
1904,BB,5580.0,batting,MLB
1905,BB,6189.0,batting,MLB
1906,BB,6169.0,batting,MLB
1907,BB,6101.0,batting,MLB
1908,BB,5860.0,batting,MLB
1909,BB,6505.0,batting,MLB
1910,BB,7419.0,batting,MLB
1911,BB,7838.0,batting,MLB
1912,BB,7683.0,batting,MLB
1913,BB,7267.0,batting,MLB
1914,BB,7520.0,batting,MLB
1915,BB,7483.0,batting,MLB
1916,BB,7076.0,batting,MLB
1917,BB,6910.0,batting,MLB
1918,BB,5749.0,batting,MLB
1919,BB,5982.0,batting,MLB
1920,BB,6820.0,batting,MLB
1921,BB,6847.0,batting,MLB
1922,BB,7253.0,batting,MLB
1923,BB,7563.0,batting,MLB
1924,BB,7364.0,batting,MLB
1925,BB,7744.0,batting,MLB
1926,BB,7703.0,batting,MLB
1927,BB,7445.0,batting,MLB
1928,BB,7665.0,batting,MLB
1929,BB,7992.0,batting,MLB
1930,BB,7654.0,batting,MLB
1931,BB,7679.0,batting,MLB
1932,BB,7549.0,batting,MLB
1933,BB,7344.0,batting,MLB
1934,BB,7855.0,batting,MLB
1935,BB,7834.0,batting,MLB
1936,BB,8418.0,batting,MLB
1937,BB,8443.0,batting,MLB
1938,BB,8632.0,batting,MLB
1939,BB,8478.0,batting,MLB
1940,BB,8273.0,batting,MLB
1941,BB,8886.0,batting,MLB
1942,BB,8393.0,batting,MLB
1943,BB,8361.0,batting,MLB
1944,BB,7930.0,batting,MLB
1945,BB,8299.0,batting,MLB
1946,BB,8800.0,batting,MLB
1947,BB,9217.0,batting,MLB
1948,BB,9623.0,batting,MLB
1949,BB,10027.0,batting,MLB
1950,BB,9955.0,batting,MLB
1951,BB,9244.0,batting,MLB
1952,BB,8777.0,batting,MLB
1953,BB,8682.0,batting,MLB
1954,BB,9032.0,batting,MLB
1955,BB,9044.0,batting,MLB
1956,BB,8997.0,batting,MLB
1957,BB,8167.0,batting,MLB
1958,BB,8127.0,batting,MLB
1959,BB,8184.0,batting,MLB
1960,BB,8384.0,batting,MLB
1961,BB,9897.0,batting,MLB
1962,BB,10936.0,batting,MLB
1963,BB,9591.0,batting,MLB
1964,BB,9621.0,batting,MLB
1965,BB,10036.0,batting,MLB
1966,BB,9331.0,batting,MLB
1967,BB,9665.0,batting,MLB
1968,BB,9156.0,batting,MLB
1969,BB,13429.0,batting,MLB
1970,BB,13727.0,batting,MLB
1971,BB,12536.0,batting,MLB
1972,BB,11727.0,batting,MLB
1973,BB,13100.0,batting,MLB
1974,BB,12963.0,batting,MLB
1975,BB,13402.0,batting,MLB
1976,BB,12391.0,batting,MLB
1977,BB,13757.0,batting,MLB
1978,BB,13566.0,batting,MLB
1979,BB,13601.0,batting,MLB
1980,BB,13190.0,batting,MLB
1981,BB,8868.0,batting,MLB
1982,BB,13302.0,batting,MLB
1983,BB,13518.0,batting,MLB
1984,BB,13320.0,batting,MLB
1985,BB,13838.0,batting,MLB
1986,BB,14227.0,batting,MLB
1987,BB,14389.0,batting,MLB
1988,BB,12984.0,batting,MLB
1989,BB,13528.0,batting,MLB
1990,BB,13852.0,batting,MLB
1991,BB,13984.0,batting,MLB
1992,BB,13682.0,batting,MLB
1993,BB,15110.0,batting,MLB
1994,BB,11131.0,batting,MLB
1995,BB,14240.0,batting,MLB
1996,BB,16093.0,batting,MLB
1997,BB,15666.0,batting,MLB
1998,BB,16447.0,batting,MLB
1999,BB,17891.0,batting,MLB
2000,BB,18237.0,batting,MLB
2001,BB,15806.0,batting,MLB
2002,BB,16246.0,batting,MLB
2003,BB,15889.0,batting,MLB
2004,BB,16222.0,batting,MLB
2005,BB,15207.0,batting,MLB
2006,BB,15847.0,batting,MLB
2007,BB,16079.0,batting,MLB
2008,BB,16337.0,batting,MLB
2009,BB,16620.0,batting,MLB
2010,BB,15778.0,batting,MLB
2011,BB,15018.0,batting,MLB
2012,BB,14709.0,batting,MLB
2013,BB,14640.0,batting,MLB
2014,BB,14020.0,batting,MLB
2015,BB,14073.0,batting,MLB
2016,BB,15088.0,batting,MLB
2017,BB,15829.0,batting,MLB
2018,BB,15686.0,batting,MLB
2019,BB,15895.0,batting,MLB
2020,BB,6092.0,batting,MLB
2021,BB,15794.0,batting,MLB
2022,BB,14853.0,batting,MLB
2023,BB,15819.0,batting,MLB
2024,BB,14929.0,batting,MLB
1876,SO,589.0,batting,MLB
1877,SO,726.0,batting,MLB
1878,SO,1081.0,batting,MLB
1879,SO,1843.0,batting,MLB
1880,SO,1993.0,batting,MLB
1881,SO,1784.0,batting,MLB
1882,SO,2159.0,batting,MLB
1883,SO,2877.0,batting,MLB
1884,SO,4335.0,batting,MLB
1885,SO,3337.0,batting,MLB
1886,SO,4248.0,batting,MLB
1887,SO,2821.0,batting,MLB
1888,SO,3998.0,batting,MLB
1889,SO,3492.0,batting,MLB
1890,SO,3581.0,batting,MLB
1891,SO,3641.0,batting,MLB
1892,SO,5972.0,batting,MLB
1893,SO,3341.0,batting,MLB
1894,SO,3333.0,batting,MLB
1895,SO,3621.0,batting,MLB
1896,SO,3523.0,batting,MLB
1897,SO,3729.0,batting,MLB
1898,SO,4223.0,batting,MLB
1899,SO,3849.0,batting,MLB
1900,SO,2681.0,batting,MLB
1901,SO,6976.0,batting,MLB
1902,SO,6630.0,batting,MLB
1903,SO,7899.0,batting,MLB
1904,SO,9299.0,batting,MLB
1905,SO,9523.0,batting,MLB
1906,SO,9110.0,batting,MLB
1907,SO,8836.0,batting,MLB
1908,SO,9078.0,batting,MLB
1909,SO,9377.0,batting,MLB
1910,SO,9677.0,batting,MLB
1911,SO,4798.0,batting,MLB
1912,SO,4627.0,batting,MLB
1913,SO,9283.0,batting,MLB
1914,SO,9766.0,batting,MLB
1915,SO,9596.0,batting,MLB
1916,SO,9534.0,batting,MLB
1917,SO,8680.0,batting,MLB
1918,SO,5925.0,batting,MLB
1919,SO,6849.0,batting,MLB
1920,SO,7247.0,batting,MLB
1921,SO,6959.0,batting,MLB
1922,SO,6950.0,batting,MLB
1923,SO,7021.0,batting,MLB
1924,SO,6637.0,batting,MLB
1925,SO,6665.0,batting,MLB
1926,SO,6777.0,batting,MLB
1927,SO,6889.0,batting,MLB
1928,SO,7099.0,batting,MLB
1929,SO,6982.0,batting,MLB
1930,SO,7934.0,batting,MLB
1931,SO,7894.0,batting,MLB
1932,SO,7878.0,batting,MLB
1933,SO,7444.0,batting,MLB
1934,SO,8432.0,batting,MLB
1935,SO,8004.0,batting,MLB
1936,SO,8235.0,batting,MLB
1937,SO,9001.0,batting,MLB
1938,SO,8335.0,batting,MLB
1939,SO,8501.0,batting,MLB
1940,SO,9049.0,batting,MLB
1941,SO,8826.0,batting,MLB
1942,SO,8325.0,batting,MLB
1943,SO,8546.0,batting,MLB
1944,SO,8185.0,batting,MLB
1945,SO,8045.0,batting,MLB
1946,SO,9696.0,batting,MLB
1947,SO,9157.0,batting,MLB
1948,SO,9016.0,batting,MLB
1949,SO,8951.0,batting,MLB
1950,SO,9554.0,batting,MLB
1951,SO,9335.0,batting,MLB
1952,SO,10380.0,batting,MLB
1953,SO,10213.0,batting,MLB
1954,SO,10215.0,batting,MLB
1955,SO,10803.0,batting,MLB
1956,SO,11505.0,batting,MLB
1957,SO,11948.0,batting,MLB
1958,SO,12225.0,batting,MLB
1959,SO,12604.0,batting,MLB
1960,SO,12815.0,batting,MLB
1961,SO,14947.0,batting,MLB
1962,SO,17567.0,batting,MLB
1963,SO,18773.0,batting,MLB
1964,SO,19212.0,batting,MLB
1965,SO,19283.0,batting,MLB
1966,SO,18805.0,batting,MLB
1967,SO,19413.0,batting,MLB
1968,SO,19143.0,batting,MLB
1969,SO,22473.0,batting,MLB
1970,SO,22374.0,batting,MLB
1971,SO,20956.0,batting,MLB
1972,SO,20718.0,batting,MLB
1973,SO,20358.0,batting,MLB
1974,SO,19495.0,batting,MLB
1975,SO,19280.0,batting,MLB
1976,SO,18745.0,batting,MLB
1977,SO,21722.0,batting,MLB
1978,SO,20058.0,batting,MLB
1979,SO,20035.0,batting,MLB
1980,SO,20212.0,batting,MLB
1981,SO,13237.0,batting,MLB
1982,SO,21221.0,batting,MLB
1983,SO,21716.0,batting,MLB
1984,SO,22500.0,batting,MLB
1985,SO,22451.0,batting,MLB
1986,SO,24706.0,batting,MLB
1987,SO,25099.0,batting,MLB
1988,SO,23355.0,batting,MLB
1989,SO,23650.0,batting,MLB
1990,SO,23853.0,batting,MLB
1991,SO,24390.0,batting,MLB
1992,SO,23538.0,batting,MLB
1993,SO,26310.0,batting,MLB
1994,SO,19766.0,batting,MLB
1995,SO,25425.0,batting,MLB
1996,SO,29308.0,batting,MLB
1997,SO,29937.0,batting,MLB
1998,SO,31893.0,batting,MLB
1999,SO,31119.0,batting,MLB
2000,SO,31356.0,batting,MLB
2001,SO,32404.0,batting,MLB
2002,SO,31394.0,batting,MLB
2003,SO,30801.0,batting,MLB
2004,SO,31828.0,batting,MLB
2005,SO,30644.0,batting,MLB
2006,SO,31655.0,batting,MLB
2007,SO,32189.0,batting,MLB
2008,SO,32884.0,batting,MLB
2009,SO,33591.0,batting,MLB
2010,SO,34306.0,batting,MLB
2011,SO,34488.0,batting,MLB
2012,SO,36426.0,batting,MLB
2013,SO,36710.0,batting,MLB
2014,SO,37441.0,batting,MLB
2015,SO,37446.0,batting,MLB
2016,SO,38982.0,batting,MLB
2017,SO,40104.0,batting,MLB
2018,SO,41207.0,batting,MLB
2019,SO,42823.0,batting,MLB
2020,SO,15586.0,batting,MLB
2021,SO,42145.0,batting,MLB
2022,SO,40812.0,batting,MLB
2023,SO,41843.0,batting,MLB
2024,SO,41197.0,batting,MLB
1876,AVG,0.2652949654589732,batting,MLB
1877,AVG,0.27109094900124386,batting,MLB
1878,AVG,0.25938141307534446,batting,MLB
1879,AVG,0.2554750569240323,batting,MLB
1880,AVG,0.24468128883585039,batting,MLB
1881,AVG,0.2600402018295935,batting,MLB
1882,AVG,0.2513222172877387,batting,MLB
1883,AVG,0.262339721494554,batting,MLB
1884,AVG,0.24691773487930982,batting,MLB
1885,AVG,0.24149342929666162,batting,MLB
1886,AVG,0.25072800541224227,batting,MLB
1887,AVG,0.2687367362895119,batting,MLB
1888,AVG,0.23876014523707817,batting,MLB
1889,AVG,0.2660237625872449,batting,MLB
1890,AVG,0.25375794822678055,batting,MLB
